age,gender,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,device_Desktop,device_Mobile,device_Tablet
31.0,1,13.61,18.0,4.0,6.0,1.0,1.0,0.0,8.81,37.93,1.0,0,1,0
37.0,0,2.73,1.0,12.0,8.0,0.0,0.0,1.0,3.22,2.95,1.0,0,1,0
50.0,0,14.69,7.0,11.0,5.0,1.0,0.0,1.0,13.87,60.92,1.0,0,1,0
32.0,1,15.99,10.0,8.0,8.0,1.0,1.0,1.0,17.25,30.87,1.0,0,1,0
29.0,1,25.79,6.0,7.0,9.0,1.0,1.0,1.0,21.03,32.2,1.0,1,0,0
57.0,0,22.24,7.0,3.0,1.0,1.0,1.0,1.0,14.58,16.22,1.0,0,1,0
37.0,1,3.3,10.0,0.0,4.0,0.0,0.0,0.0,2.84,14.04,1.0,1,0,0
47.0,1,7.07,8.0,10.0,5.0,1.0,0.0,1.0,9.56,14.43,1.0,1,0,0
55.0,0,10.04,2.0,4.0,5.0,1.0,0.0,0.0,6.62,88.61,1.0,1,0,0
20.0,1,4.38,9.0,14.0,3.0,1.0,1.0,1.0,4.25,53.31,1.0,0,1,0
45.0,0,14.25,9.0,6.0,3.0,1.0,1.0,1.0,11.37,46.94,1.0,0,0,1
39.0,1,29.54,7.0,12.0,4.0,0.0,0.0,1.0,43.2,70.45,1.0,1,0,0
47.0,0,15.92,9.0,6.0,5.0,0.0,1.0,1.0,9.31,31.98,1.0,1,0,0
30.0,1,22.51,10.0,5.0,7.0,1.0,0.0,1.0,16.78,82.22,1.0,0,1,0
30.0,1,20.81,3.0,12.0,9.0,0.0,1.0,1.0,19.76,19.72,1.0,0,1,0
19.0,0,25.65,16.0,5.0,0.0,1.0,1.0,0.0,19.17,80.27,1.0,0,1,0
54.0,0,7.26,16.0,14.0,7.0,0.0,1.0,1.0,8.76,5.6,1.0,0,1,0
55.0,1,22.86,2.0,7.0,1.0,0.0,0.0,1.0,19.91,15.68,1.0,0,1,0
19.0,1,26.56,11.0,10.0,6.0,0.0,1.0,0.0,34.02,89.27,1.0,0,1,0
53.0,1,5.97,16.0,9.0,3.0,0.0,0.0,1.0,6.28,10.9,1.0,1,0,0
43.0,0,11.06,15.0,8.0,7.0,1.0,0.0,1.0,10.25,24.56,1.0,0,1,0
28.0,0,29.13,1.0,3.0,5.0,0.0,0.0,1.0,25.19,4.27,1.0,0,1,0
25.0,1,23.64,17.0,13.0,4.0,0.0,0.0,0.0,17.07,59.87,1.0,0,1,0
57.0,1,9.2,3.0,3.0,9.0,0.0,1.0,1.0,6.92,32.77,1.0,0,1,0
39.0,1,17.35,19.0,7.0,9.0,0.0,0.0,1.0,11.74,63.35,1.0,1,0,0
37.0,0,12.73,7.0,14.0,4.0,1.0,1.0,1.0,17.21,8.58,1.0,0,1,0
25.0,0,15.21,11.0,4.0,3.0,1.0,0.0,1.0,15.94,39.51,1.0,0,1,0
46.0,1,11.3,10.0,9.0,2.0,1.0,1.0,1.0,11.11,37.17,1.0,0,1,0
57.0,1,9.1,14.0,13.0,2.0,1.0,0.0,0.0,7.48,53.68,1.0,1,0,0
43.0,0,20.57,16.0,8.0,2.0,1.0,1.0,1.0,20.92,29.5,1.0,0,1,0
47.0,0,23.58,6.0,5.0,6.0,0.0,0.0,0.0,32.6,98.48,1.0,1,0,0
34.0,1,26.34,2.0,8.0,7.0,1.0,0.0,0.0,35.72,31.6,1.0,0,1,0
39.0,1,5.5,11.0,11.0,7.0,0.0,1.0,0.0,6.05,69.64,1.0,0,1,0
33.0,1,24.86,11.0,11.0,1.0,0.0,1.0,0.0,25.6,36.63,1.0,1,0,0
24.0,0,8.39,10.0,3.0,2.0,0.0,1.0,0.0,6.09,53.36,1.0,0,1,0
33.0,1,13.39,4.0,0.0,1.0,1.0,1.0,1.0,15.97,22.67,1.0,1,0,0
44.0,0,27.14,17.0,13.0,5.0,0.0,0.0,1.0,36.73,17.28,1.0,0,1,0
40.0,0,14.18,10.0,3.0,2.0,0.0,1.0,1.0,11.42,97.24,1.0,0,1,0
41.0,1,6.71,9.0,8.0,5.0,0.0,0.0,1.0,6.28,54.09,1.0,1,0,0
26.0,1,5.64,13.0,12.0,3.0,0.0,1.0,0.0,3.42,46.08,1.0,0,0,1
52.0,0,14.72,11.0,6.0,9.0,1.0,1.0,1.0,19.99,49.5,1.0,0,1,0
37.0,1,23.12,10.0,14.0,9.0,0.0,0.0,1.0,13.82,22.35,1.0,1,0,0
54.0,0,29.92,5.0,14.0,5.0,0.0,1.0,1.0,36.03,82.2,1.0,0,1,0
59.0,1,23.83,3.0,5.0,2.0,1.0,1.0,0.0,16.37,24.82,1.0,1,0,0
34.0,1,26.43,4.0,13.0,4.0,1.0,1.0,1.0,32.61,54.25,1.0,1,0,0
48.0,1,22.69,3.0,13.0,7.0,1.0,1.0,1.0,25.93,12.72,1.0,0,1,0
25.0,1,26.97,10.0,1.0,2.0,0.0,1.0,1.0,32.1,49.5,1.0,0,1,0
32.0,0,3.21,13.0,3.0,8.0,0.0,1.0,0.0,3.65,48.3,1.0,0,1,0
48.0,0,27.97,5.0,0.0,8.0,0.0,1.0,0.0,25.08,28.06,1.0,0,1,0
47.0,0,12.5,13.0,12.0,6.0,1.0,1.0,1.0,14.0,30.75,1.0,0,1,0
37.0,1,27.73,10.0,2.0,7.0,1.0,1.0,1.0,20.37,0.98,1.0,1,0,0
56.0,0,3.2,11.0,12.0,8.0,0.0,1.0,1.0,2.48,49.5,1.0,0,0,1
29.0,0,21.74,3.0,1.0,0.0,1.0,0.0,0.0,12.29,60.09,1.0,0,1,0
34.0,0,22.33,17.0,12.0,5.0,1.0,1.0,1.0,24.85,71.84,1.0,0,1,0
59.0,1,29.91,19.0,3.0,9.0,1.0,1.0,0.0,40.1,54.69,1.0,0,1,0
47.0,0,23.3,13.0,3.0,2.0,1.0,1.0,1.0,20.47,8.19,1.0,0,0,1
46.0,1,12.09,16.0,10.0,5.0,0.0,1.0,0.0,8.57,94.09,1.0,0,1,0
36.0,1,17.16,18.0,13.0,8.0,0.0,0.0,1.0,22.72,71.34,1.0,0,1,0
28.0,0,11.63,19.0,8.0,9.0,0.0,1.0,0.0,13.31,23.74,1.0,0,1,0
51.0,1,6.68,6.0,6.0,7.0,0.0,1.0,0.0,9.31,67.15,1.0,0,1,0
24.0,0,8.21,7.0,12.0,1.0,0.0,0.0,0.0,4.16,11.15,1.0,0,1,0
51.0,0,7.44,15.0,2.0,3.0,1.0,1.0,1.0,6.7,77.94,1.0,0,1,0
37.0,0,16.92,5.0,6.0,4.0,0.0,1.0,0.0,23.7,48.09,1.0,0,1,0
55.0,0,27.28,16.0,7.0,9.0,0.0,0.0,1.0,32.06,40.94,1.0,0,1,0
41.0,0,27.47,6.0,11.0,5.0,1.0,0.0,1.0,26.61,0.91,1.0,0,1,0
27.0,1,2.59,3.0,6.0,6.0,1.0,1.0,0.0,2.37,65.25,1.0,0,1,0
49.0,0,3.32,12.0,7.0,3.0,1.0,1.0,0.0,4.63,82.9,1.0,0,1,0
32.0,1,15.74,4.0,13.0,3.0,1.0,1.0,0.0,10.8,28.83,1.0,0,0,1
54.0,0,8.4,3.0,8.0,4.0,1.0,1.0,1.0,4.3,1.18,1.0,1,0,0
37.0,0,3.75,16.0,0.0,8.0,1.0,1.0,1.0,2.33,77.53,1.0,0,1,0
20.0,0,12.27,16.0,9.0,8.0,1.0,0.0,0.0,12.42,63.57,1.0,0,1,0
54.0,1,18.04,19.0,5.0,0.0,1.0,1.0,1.0,11.09,77.69,1.0,1,0,0
57.0,1,17.77,15.0,3.0,4.0,0.0,0.0,0.0,13.77,53.83,1.0,0,1,0
25.0,1,16.76,9.0,0.0,4.0,1.0,0.0,0.0,22.37,46.09,1.0,0,1,0
57.0,1,10.82,2.0,1.0,6.0,1.0,1.0,1.0,9.59,21.94,1.0,0,1,0
40.0,0,21.49,6.0,9.0,7.0,0.0,1.0,0.0,20.44,7.88,1.0,0,0,1
57.0,0,24.97,14.0,3.0,2.0,0.0,1.0,0.0,16.83,47.14,1.0,1,0,0
28.0,1,11.04,9.0,0.0,0.0,0.0,0.0,1.0,12.17,86.84,1.0,0,1,0
25.0,1,3.48,10.0,14.0,1.0,1.0,0.0,1.0,2.16,5.93,1.0,0,1,0
46.0,1,15.74,18.0,5.0,5.0,0.0,0.0,0.0,10.84,98.91,1.0,0,0,1
47.0,0,4.98,15.0,0.0,5.0,0.0,1.0,1.0,6.21,94.7,1.0,0,0,1
27.0,1,14.55,4.0,12.0,4.0,1.0,1.0,0.0,19.99,64.07,1.0,0,0,1
56.0,1,5.52,5.0,8.0,4.0,0.0,0.0,1.0,5.98,91.42,1.0,0,1,0
45.0,0,14.42,6.0,9.0,8.0,1.0,1.0,0.0,12.0,55.35,1.0,0,1,0
53.0,1,7.41,15.0,2.0,6.0,1.0,0.0,1.0,10.02,40.46,1.0,1,0,0
30.0,0,22.42,2.0,11.0,5.0,0.0,1.0,1.0,24.59,57.17,1.0,0,1,0
49.0,0,1.8,16.0,10.0,6.0,1.0,1.0,1.0,1.54,87.66,1.0,0,1,0
53.0,0,17.09,5.0,0.0,2.0,0.0,1.0,0.0,14.06,95.75,1.0,0,1,0
54.0,0,5.92,4.0,5.0,6.0,0.0,0.0,1.0,4.86,49.5,1.0,1,0,0
43.0,0,1.03,1.0,5.0,2.0,0.0,0.0,0.0,0.57,17.97,1.0,1,0,0
39.0,1,26.21,8.0,6.0,7.0,1.0,1.0,0.0,15.76,59.17,1.0,0,1,0
21.0,1,20.47,10.0,6.0,9.0,0.0,0.0,0.0,12.07,44.48,1.0,1,0,0
48.0,0,3.87,15.0,9.0,9.0,0.0,0.0,0.0,3.14,48.13,1.0,0,1,0
35.0,0,20.26,2.0,10.0,8.0,0.0,0.0,1.0,19.73,42.82,1.0,1,0,0
55.0,1,18.74,19.0,3.0,2.0,0.0,1.0,0.0,12.14,6.76,1.0,0,1,0
41.0,1,14.73,12.0,4.0,6.0,0.0,1.0,1.0,19.56,84.59,1.0,0,1,0
40.0,0,13.16,10.0,2.0,7.0,0.0,1.0,1.0,7.44,97.84,1.0,0,1,0
39.0,1,26.73,12.0,5.0,2.0,1.0,0.0,1.0,38.63,20.97,1.0,0,1,0
19.0,1,8.11,9.0,12.0,5.0,1.0,0.0,1.0,14.3,62.2,1.0,0,1,0
48.0,0,12.55,8.0,13.0,6.0,1.0,0.0,0.0,17.5,53.66,1.0,0,1,0
28.0,1,10.54,2.0,14.0,3.0,1.0,0.0,1.0,8.02,89.65,1.0,0,0,1
45.0,1,23.36,7.0,6.0,5.0,1.0,0.0,0.0,34.73,70.41,1.0,0,1,0
49.0,1,27.58,4.0,8.0,6.0,0.0,0.0,1.0,28.17,74.97,1.0,0,1,0
22.0,1,25.64,19.0,8.0,6.0,1.0,1.0,0.0,13.29,95.19,1.0,0,1,0
55.0,0,24.13,8.0,11.0,0.0,0.0,1.0,0.0,18.89,66.35,1.0,0,1,0
39.0,1,29.62,13.0,12.0,1.0,1.0,1.0,0.0,42.66,45.36,1.0,0,1,0
57.0,0,21.22,3.0,4.0,0.0,0.0,1.0,1.0,16.97,5.19,1.0,1,0,0
41.0,1,22.78,5.0,3.0,8.0,1.0,0.0,1.0,19.58,90.64,1.0,0,1,0
52.0,0,29.5,8.0,6.0,6.0,0.0,0.0,1.0,16.05,58.97,1.0,1,0,0
40.0,0,1.2,2.0,13.0,6.0,0.0,0.0,1.0,0.9,68.23,1.0,1,0,0
34.0,1,19.39,10.0,2.0,2.0,1.0,0.0,0.0,14.72,50.53,1.0,0,1,0
18.0,0,22.43,16.0,3.0,4.0,1.0,1.0,1.0,27.27,39.36,1.0,0,1,0
48.0,0,27.62,4.0,14.0,1.0,0.0,1.0,1.0,27.78,50.39,1.0,1,0,0
48.0,0,26.63,14.0,8.0,4.0,1.0,1.0,1.0,17.6,4.85,1.0,0,1,0
59.0,0,25.42,3.0,4.0,7.0,1.0,1.0,1.0,32.93,79.79,1.0,0,1,0
59.0,0,28.43,10.0,7.0,9.0,0.0,1.0,0.0,31.6,15.8,1.0,0,0,1
51.0,1,15.74,13.0,13.0,2.0,0.0,0.0,1.0,12.74,33.27,1.0,0,1,0
26.0,0,1.2,5.0,6.0,3.0,0.0,0.0,1.0,0.87,8.7,1.0,0,1,0
39.0,0,1.32,17.0,1.0,7.0,1.0,1.0,0.0,1.88,81.99,1.0,0,0,1
30.0,1,16.79,17.0,8.0,5.0,0.0,1.0,1.0,19.09,16.83,1.0,0,1,0
42.0,1,13.62,11.0,4.0,0.0,0.0,0.0,0.0,17.81,39.89,1.0,0,1,0
35.0,0,14.09,19.0,4.0,2.0,1.0,1.0,1.0,10.22,41.55,1.0,1,0,0
29.0,1,12.61,18.0,3.0,1.0,0.0,0.0,1.0,13.73,31.64,1.0,1,0,0
57.0,1,27.61,17.0,7.0,9.0,0.0,0.0,1.0,15.28,86.01,1.0,0,1,0
34.0,1,11.42,11.0,10.0,1.0,1.0,0.0,0.0,12.5,77.18,1.0,0,1,0
32.0,1,25.83,15.0,3.0,3.0,0.0,1.0,0.0,18.17,74.37,1.0,1,0,0
59.0,1,27.18,8.0,1.0,5.0,1.0,1.0,0.0,31.78,22.51,1.0,1,0,0
32.0,1,15.49,12.0,4.0,9.0,1.0,0.0,1.0,22.18,18.95,1.0,0,1,0
32.0,0,13.96,17.0,2.0,9.0,0.0,0.0,1.0,13.38,24.66,1.0,0,1,0
56.0,0,23.07,10.0,3.0,4.0,0.0,0.0,0.0,18.58,38.62,1.0,0,1,0
30.0,1,21.53,4.0,2.0,3.0,1.0,0.0,1.0,13.42,47.88,1.0,1,0,0
34.0,1,10.53,11.0,6.0,7.0,1.0,0.0,0.0,12.33,25.02,1.0,1,0,0
49.0,0,3.97,8.0,13.0,4.0,1.0,0.0,0.0,4.3,45.78,1.0,0,0,1
26.0,1,8.68,16.0,5.0,1.0,1.0,0.0,1.0,9.07,18.44,1.0,1,0,0
57.0,0,4.8,16.0,1.0,3.0,1.0,1.0,1.0,6.89,26.9,1.0,0,1,0
37.0,1,9.55,3.0,10.0,6.0,1.0,0.0,0.0,14.12,26.07,1.0,0,1,0
43.0,0,8.59,12.0,14.0,3.0,1.0,0.0,0.0,10.45,72.71,1.0,1,0,0
44.0,0,19.49,13.0,13.0,5.0,0.0,1.0,1.0,13.56,45.85,1.0,1,0,0
38.0,1,28.68,1.0,7.0,1.0,1.0,1.0,1.0,41.49,61.52,1.0,0,1,0
35.0,1,20.89,4.0,4.0,8.0,0.0,0.0,0.0,17.65,66.93,1.0,0,1,0
30.0,1,27.87,6.0,5.0,3.0,1.0,1.0,1.0,16.14,6.85,1.0,0,0,1
33.0,1,23.74,5.0,7.0,0.0,0.0,0.0,0.0,17.59,79.48,1.0,0,1,0
26.0,0,22.11,5.0,10.0,2.0,0.0,0.0,1.0,29.41,28.4,1.0,0,1,0
29.0,1,13.01,10.0,10.0,6.0,1.0,1.0,0.0,9.16,50.98,1.0,1,0,0
55.0,0,10.42,19.0,11.0,9.0,1.0,0.0,1.0,9.33,33.84,1.0,1,0,0
36.0,1,25.54,18.0,6.0,8.0,0.0,1.0,1.0,19.76,77.36,1.0,0,1,0
39.0,0,27.26,2.0,14.0,5.0,0.0,1.0,1.0,14.93,22.83,1.0,1,0,0
52.0,1,14.1,16.0,10.0,3.0,0.0,1.0,1.0,14.97,96.38,1.0,0,1,0
35.0,1,1.26,15.0,2.0,1.0,1.0,1.0,1.0,1.42,40.01,1.0,0,1,0
33.0,0,23.98,5.0,1.0,8.0,1.0,0.0,0.0,30.96,71.16,1.0,0,1,0
56.0,1,9.27,9.0,2.0,7.0,1.0,0.0,1.0,8.48,64.14,1.0,1,0,0
21.0,1,1.29,5.0,14.0,6.0,1.0,0.0,1.0,0.83,74.26,1.0,0,0,1
42.0,1,24.34,5.0,7.0,1.0,1.0,0.0,0.0,28.04,55.11,1.0,1,0,0
49.0,1,16.01,9.0,3.0,1.0,1.0,1.0,1.0,22.25,38.38,1.0,0,0,1
57.0,1,20.87,9.0,7.0,7.0,1.0,1.0,0.0,12.94,17.96,1.0,0,1,0
30.0,0,27.53,2.0,14.0,8.0,0.0,1.0,1.0,18.79,51.94,1.0,0,1,0
34.0,1,16.69,7.0,3.0,8.0,0.0,1.0,1.0,13.84,6.09,1.0,0,1,0
54.0,0,15.59,1.0,14.0,7.0,0.0,0.0,0.0,17.93,5.88,1.0,0,1,0
23.0,1,9.43,2.0,6.0,0.0,1.0,1.0,0.0,9.65,61.34,1.0,1,0,0
36.0,1,9.85,12.0,12.0,4.0,0.0,1.0,1.0,11.94,48.05,1.0,1,0,0
30.0,0,24.1,6.0,5.0,6.0,0.0,1.0,1.0,12.81,50.61,1.0,0,0,1
43.0,0,14.02,19.0,9.0,9.0,0.0,1.0,0.0,18.37,31.87,1.0,0,1,0
31.0,0,5.74,16.0,0.0,5.0,1.0,1.0,0.0,8.54,79.06,1.0,0,1,0
48.0,0,3.74,4.0,12.0,0.0,1.0,0.0,1.0,2.04,20.12,1.0,0,1,0
39.0,0,14.71,18.0,10.0,9.0,0.0,0.0,1.0,14.64,58.61,1.0,0,1,0
56.0,1,14.48,5.0,7.0,5.0,1.0,0.0,0.0,17.95,86.05,1.0,0,1,0
25.0,0,19.95,18.0,5.0,3.0,0.0,1.0,0.0,19.48,83.41,1.0,0,1,0
42.0,0,14.66,6.0,1.0,2.0,1.0,1.0,1.0,16.02,2.86,1.0,0,1,0
30.0,1,5.16,14.0,4.0,3.0,0.0,1.0,0.0,7.33,27.9,1.0,0,1,0
49.0,1,15.73,17.0,11.0,7.0,0.0,1.0,1.0,16.36,71.47,1.0,0,1,0
55.0,0,27.3,18.0,1.0,5.0,1.0,0.0,1.0,20.11,74.07,1.0,0,1,0
55.0,0,5.62,10.0,9.0,8.0,0.0,0.0,0.0,6.96,48.27,1.0,0,1,0
45.0,0,21.0,19.0,6.0,4.0,0.0,1.0,1.0,18.38,20.25,1.0,0,1,0
47.0,1,18.22,18.0,14.0,8.0,1.0,1.0,0.0,14.3,27.9,1.0,0,1,0
20.0,0,22.71,4.0,10.0,3.0,1.0,0.0,1.0,17.0,80.1,1.0,0,1,0
45.0,1,5.37,15.0,9.0,3.0,0.0,0.0,0.0,3.11,19.22,1.0,0,1,0
20.0,1,28.31,6.0,5.0,5.0,0.0,0.0,0.0,40.57,94.23,1.0,0,1,0
51.0,1,19.01,6.0,6.0,9.0,1.0,1.0,0.0,20.21,50.09,1.0,0,1,0
33.0,1,25.57,3.0,14.0,6.0,0.0,1.0,1.0,14.3,28.34,1.0,1,0,0
39.0,0,8.15,9.0,5.0,1.0,0.0,1.0,0.0,11.1,38.96,1.0,1,0,0
49.0,1,22.44,11.0,9.0,3.0,1.0,0.0,1.0,11.9,25.65,1.0,1,0,0
55.0,1,23.65,5.0,0.0,7.0,0.0,1.0,1.0,17.67,38.43,1.0,0,1,0
25.0,0,12.53,14.0,14.0,8.0,0.0,1.0,1.0,10.22,13.08,1.0,0,1,0
25.0,1,12.13,2.0,2.0,4.0,0.0,0.0,0.0,12.01,82.32,1.0,1,0,0
23.0,0,20.08,19.0,14.0,5.0,0.0,0.0,1.0,24.42,96.37,1.0,0,1,0
31.0,1,3.71,8.0,9.0,9.0,0.0,0.0,1.0,4.38,65.91,1.0,1,0,0
49.0,0,22.33,13.0,1.0,6.0,1.0,1.0,1.0,33.21,80.86,1.0,0,1,0
52.0,1,2.24,19.0,0.0,6.0,0.0,1.0,1.0,3.19,22.81,1.0,0,1,0
27.0,1,6.53,10.0,0.0,2.0,0.0,0.0,1.0,4.48,6.28,1.0,1,0,0
20.0,0,20.26,15.0,3.0,1.0,1.0,1.0,0.0,27.55,62.71,1.0,0,1,0
29.0,1,3.85,4.0,10.0,9.0,0.0,1.0,0.0,5.17,81.76,1.0,0,1,0
48.0,1,29.18,4.0,0.0,7.0,0.0,1.0,1.0,31.36,83.43,1.0,0,1,0
46.0,0,26.18,18.0,1.0,8.0,0.0,0.0,0.0,21.94,53.28,1.0,0,1,0
22.0,1,19.16,19.0,0.0,7.0,1.0,0.0,0.0,13.58,62.21,1.0,0,1,0
42.0,1,24.75,9.0,12.0,7.0,1.0,0.0,1.0,17.63,36.83,1.0,0,1,0
58.0,0,26.74,15.0,11.0,1.0,1.0,0.0,0.0,22.4,83.07,1.0,1,0,0
48.0,0,8.52,12.0,11.0,3.0,0.0,1.0,0.0,8.55,69.76,1.0,1,0,0
38.0,0,25.63,4.0,5.0,5.0,0.0,1.0,0.0,27.78,18.59,1.0,0,1,0
37.0,0,6.65,3.0,10.0,7.0,0.0,0.0,0.0,5.49,27.94,1.0,0,0,1
56.0,0,12.99,5.0,3.0,1.0,0.0,0.0,1.0,11.13,15.19,1.0,0,1,0
39.0,1,17.19,17.0,7.0,7.0,1.0,1.0,0.0,8.83,50.57,1.0,0,1,0
21.0,0,21.7,5.0,10.0,0.0,1.0,1.0,0.0,14.3,20.22,1.0,1,0,0
30.0,1,1.87,4.0,4.0,5.0,0.0,0.0,1.0,2.63,15.88,1.0,1,0,0
59.0,0,9.42,7.0,13.0,7.0,1.0,1.0,0.0,4.84,16.04,1.0,1,0,0
37.0,1,18.65,7.0,9.0,7.0,0.0,0.0,1.0,9.94,26.59,1.0,0,1,0
30.0,1,11.36,7.0,4.0,6.0,0.0,1.0,0.0,8.02,80.9,1.0,0,1,0
34.0,0,23.48,17.0,10.0,6.0,1.0,0.0,0.0,29.19,93.83,1.0,1,0,0
53.0,1,19.9,15.0,10.0,9.0,1.0,1.0,0.0,23.46,99.59,1.0,0,1,0
39.0,1,7.8,7.0,7.0,8.0,1.0,0.0,0.0,8.95,4.03,1.0,1,0,0
18.0,0,5.23,15.0,7.0,1.0,0.0,0.0,1.0,5.62,56.89,1.0,0,1,0
32.0,0,19.24,4.0,9.0,0.0,0.0,1.0,1.0,13.5,26.64,1.0,1,0,0
30.0,0,14.06,2.0,5.0,1.0,1.0,0.0,0.0,12.62,98.89,1.0,0,1,0
34.0,0,5.9,13.0,5.0,2.0,1.0,1.0,1.0,5.77,98.43,1.0,0,1,0
41.0,1,10.46,12.0,2.0,8.0,1.0,0.0,1.0,11.32,93.41,1.0,0,1,0
25.0,1,9.79,10.0,12.0,9.0,1.0,0.0,0.0,6.84,1.42,1.0,1,0,0
44.0,1,4.14,19.0,5.0,6.0,1.0,0.0,1.0,5.09,15.45,1.0,1,0,0
39.0,1,16.86,15.0,9.0,5.0,0.0,0.0,1.0,13.64,55.25,1.0,0,1,0
25.0,1,23.15,17.0,12.0,4.0,0.0,0.0,1.0,26.86,18.73,1.0,1,0,0
25.0,1,17.69,6.0,6.0,5.0,1.0,0.0,0.0,17.94,85.49,1.0,0,1,0
43.0,0,24.96,5.0,1.0,1.0,1.0,1.0,0.0,27.26,69.97,1.0,0,1,0
30.0,1,4.7,13.0,2.0,0.0,0.0,0.0,0.0,4.29,18.41,1.0,0,1,0
56.0,1,13.63,14.0,5.0,0.0,0.0,1.0,0.0,12.88,81.84,1.0,0,1,0
54.0,1,18.67,14.0,9.0,2.0,1.0,1.0,0.0,25.54,49.83,1.0,0,1,0
45.0,0,20.6,15.0,8.0,0.0,0.0,1.0,0.0,20.1,70.97,1.0,0,1,0
42.0,0,21.18,16.0,12.0,8.0,1.0,1.0,0.0,27.4,13.98,1.0,1,0,0
33.0,0,22.14,10.0,8.0,9.0,0.0,1.0,0.0,19.82,51.79,1.0,1,0,0
19.0,0,19.89,1.0,7.0,4.0,0.0,1.0,1.0,23.88,77.63,1.0,1,0,0
35.0,1,3.73,11.0,7.0,8.0,1.0,0.0,1.0,14.3,34.56,1.0,0,1,0
34.0,1,21.16,7.0,8.0,4.0,1.0,1.0,0.0,29.98,18.68,1.0,0,0,1
47.0,1,22.02,17.0,10.0,0.0,0.0,0.0,0.0,32.31,63.95,1.0,1,0,0
56.0,0,29.81,4.0,14.0,6.0,1.0,0.0,0.0,41.77,64.41,1.0,0,1,0
30.0,1,21.11,7.0,10.0,6.0,1.0,0.0,1.0,17.87,20.43,1.0,1,0,0
49.0,1,20.92,3.0,8.0,3.0,1.0,0.0,0.0,16.24,6.94,1.0,0,1,0
46.0,1,15.93,14.0,9.0,2.0,1.0,0.0,1.0,10.87,16.65,1.0,0,1,0
47.0,0,26.17,18.0,10.0,0.0,0.0,1.0,0.0,35.93,27.55,1.0,0,1,0
35.0,0,29.91,18.0,12.0,6.0,0.0,0.0,0.0,18.5,3.63,1.0,0,1,0
30.0,0,23.59,1.0,8.0,4.0,0.0,0.0,1.0,26.95,92.27,1.0,1,0,0
38.0,1,18.76,6.0,4.0,9.0,0.0,1.0,1.0,15.6,23.05,1.0,0,1,0
47.0,1,3.29,9.0,14.0,0.0,0.0,1.0,1.0,2.26,73.89,1.0,0,1,0
38.0,1,22.08,2.0,5.0,0.0,0.0,0.0,1.0,15.11,41.47,1.0,0,0,1
34.0,1,21.55,8.0,14.0,2.0,1.0,1.0,0.0,29.54,50.2,1.0,0,0,1
57.0,0,23.49,4.0,7.0,2.0,0.0,1.0,1.0,31.94,53.69,1.0,1,0,0
36.0,1,4.61,10.0,12.0,1.0,1.0,0.0,0.0,3.56,77.28,1.0,0,1,0
39.0,0,19.96,1.0,0.0,7.0,1.0,0.0,0.0,10.65,78.79,1.0,0,1,0
26.0,1,9.58,11.0,3.0,7.0,1.0,0.0,1.0,13.12,14.13,1.0,1,0,0
27.0,0,23.05,9.0,14.0,5.0,0.0,0.0,0.0,12.85,30.33,1.0,0,1,0
48.0,1,7.97,19.0,13.0,4.0,0.0,1.0,0.0,4.66,57.3,1.0,0,1,0
40.0,1,20.84,11.0,10.0,5.0,1.0,1.0,0.0,27.55,33.04,1.0,0,1,0
47.0,0,9.55,4.0,12.0,0.0,0.0,0.0,1.0,12.58,13.28,1.0,0,1,0
50.0,0,1.26,5.0,0.0,1.0,0.0,0.0,1.0,0.89,40.84,1.0,0,1,0
26.0,1,19.37,17.0,11.0,6.0,1.0,0.0,1.0,10.43,21.84,1.0,0,1,0
18.0,1,4.28,18.0,0.0,0.0,1.0,0.0,0.0,14.3,14.35,1.0,0,1,0
52.0,1,20.12,5.0,2.0,7.0,0.0,0.0,0.0,19.18,30.4,1.0,0,1,0
28.0,0,27.84,18.0,6.0,2.0,0.0,0.0,1.0,25.56,29.97,1.0,0,1,0
51.0,1,29.11,17.0,14.0,3.0,0.0,1.0,1.0,19.86,9.72,1.0,0,1,0
33.0,0,7.84,10.0,0.0,6.0,0.0,0.0,1.0,11.05,58.41,1.0,1,0,0
26.0,1,24.47,11.0,6.0,9.0,1.0,1.0,1.0,25.75,31.43,1.0,1,0,0
49.0,1,11.25,17.0,9.0,6.0,0.0,0.0,0.0,14.71,17.33,1.0,0,1,0
32.0,1,27.11,8.0,13.0,1.0,1.0,1.0,0.0,16.37,81.86,1.0,0,1,0
29.0,1,23.84,8.0,9.0,4.0,1.0,0.0,0.0,35.13,0.26,1.0,0,1,0
50.0,0,3.14,2.0,14.0,7.0,1.0,1.0,0.0,4.11,45.43,1.0,0,1,0
31.0,0,12.81,7.0,12.0,8.0,1.0,1.0,1.0,10.09,43.49,1.0,0,1,0
25.0,1,10.78,6.0,0.0,4.0,0.0,0.0,1.0,5.61,67.11,1.0,0,1,0
39.0,1,23.77,18.0,8.0,1.0,1.0,0.0,0.0,15.8,38.94,1.0,1,0,0
44.0,1,12.9,7.0,4.0,3.0,0.0,0.0,1.0,11.85,51.27,1.0,1,0,0
29.0,0,20.85,18.0,12.0,4.0,0.0,0.0,0.0,10.49,90.85,1.0,0,1,0
18.0,1,18.47,12.0,14.0,5.0,1.0,0.0,1.0,9.99,16.83,1.0,0,1,0
